Datetime,Ontario_Demand,pca2,pca1,Weekday_Friday,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday
2016-01-02 1:00,13251,0.40408067457729313,0.658790168,0,0,1,0,0,0,0
2016-01-02 2:00,12844,0.4689246213799644,0.6520549679660108,0,0,1,0,0,0,0
2016-01-02 3:00,12673,0.4181456476618022,0.6265742698974226,0,0,1,0,0,0,0
2016-01-02 4:00,12770.75,0.40706268183401184,0.6259886037200862,0,0,1,0,0,0,0
2016-01-02 5:00,12868.5,0.3959797160062215,0.6254029375427499,0,0,1,0,0,0,0
2016-01-02 6:00,12966.25,0.38489675017843117,0.6248172713654134,0,0,1,0,0,0,0
2016-01-02 7:00,13064,0.3738137843506409,0.6242316051880771,0,0,1,0,0,0,0
2016-01-02 8:00,13780,0.3694834744735268,0.6216384816455616,0,0,1,0,0,0,0
2016-01-02 9:00,14305,0.3584559279905927,0.6242114843195066,0,0,1,0,0,0,0
2016-01-02 10:00,15068,0.36610808742951195,0.6216359721793121,0,0,1,0,0,0,0
2016-01-02 11:00,15536,0.34814528175908455,0.6099174073048612,0,0,1,0,0,0,0
2016-01-02 12:00,15852,0.3677721860971597,0.6122868037888858,0,0,1,0,0,0,0
2016-01-02 13:00,16059,0.3864876382674519,0.6116863460343149,0,0,1,0,0,0,0
2016-01-02 14:00,15750,0.3876936732581055,0.6009095703696906,0,0,1,0,0,0,0
2016-01-02 15:00,15564,0.40437050417270537,0.5952603152063063,0,0,1,0,0,0,0
2016-01-02 16:00,15571,0.3940224579153576,0.5981808806522905,0,0,1,0,0,0,0
2016-01-02 17:00,16207,0.40984401460474995,0.6017546253233668,0,0,1,0,0,0,0
2016-01-02 18:00,17163,0.42802929680312285,0.603043505,0,0,1,0,0,0,0
2016-01-02 19:00,17100,0.41059603,0.6032520442380369,0,0,1,0,0,0,0
2016-01-02 20:00,16710,0.4115454197264827,0.6054042193137679,0,0,1,0,0,0,0
2016-01-02 21:00,16124,0.3672740641220351,0.6035632204353092,0,0,1,0,0,0,0
2016-01-02 22:00,15699,0.3562191333236226,0.5913684802933368,0,0,1,0,0,0,0
2016-01-02 23:00,14983,0.34910221079611514,0.5941924564775775,0,0,1,0,0,0,0
2016-01-03 0:00,15533,0.3417400693129816,0.593406308,0,0,0,1,0,0,0
2016-01-03 1:00,13432,0.40183442332064073,0.5997838848742741,0,0,0,1,0,0,0
2016-01-03 2:00,13355.5,0.3949037414934639,0.5970274073214232,0,0,0,1,0,0,0
2016-01-03 3:00,13279,0.3879730596662869,0.5942709297685723,0,0,0,1,0,0,0
2016-01-03 4:00,13202.5,0.3810423778391101,0.5915144522157214,0,0,0,1,0,0,0
2016-01-03 5:00,13126,0.37411169601193334,0.5887579746628705,0,0,0,1,0,0,0
2016-01-03 6:00,13049.5,0.36718101418475635,0.5860014971100196,0,0,0,1,0,0,0
2016-01-03 7:00,12973,0.36025033235757953,0.5832450195571687,0,0,0,1,0,0,0
2016-01-03 8:00,13613,0.29315215724323695,0.5828474961109813,0,0,0,1,0,0,0
2016-01-03 9:00,14155,0.3818620500344742,0.5837724524340046,0,0,0,1,0,0,0
2016-01-03 10:00,14696,0.413879338,0.5751189690119556,0,0,0,1,0,0,0
2016-01-03 11:00,15182,0.3616052486993118,0.5679589472757814,0,0,0,1,0,0,0
2016-01-03 12:00,15434,0.42559653047610446,0.5996741957948022,0,0,0,1,0,0,0
2016-01-03 13:00,15650,0.503186242,0.6106177371976199,0,0,0,1,0,0,0
2016-01-03 14:00,15533,0.49309730700989285,0.6200296249211877,0,0,0,1,0,0,0
2016-01-03 15:00,15602,0.5158406821454993,0.6280776114169138,0,0,0,1,0,0,0
2016-01-03 16:00,15748,0.47363092232260495,0.6400169004337181,0,0,0,1,0,0,0
2016-01-03 17:00,16863,0.4408591849553519,0.6676366716392014,0,0,0,1,0,0,0
2016-01-03 18:00,18423,0.4538258389367392,0.6779172832662579,0,0,0,1,0,0,0
2016-01-03 19:00,18512,0.45089040654640483,0.6778797259980462,0,0,0,1,0,0,0
2016-01-03 20:00,18259,0.46886506422113594,0.6924190643380477,0,0,0,1,0,0,0
2016-01-03 21:00,18006,0.48683972189586716,0.7069584026780492,0,0,0,1,0,0,0
2016-01-03 22:00,17347,0.5354725015570494,0.7397945771047172,0,0,0,1,0,0,0
2016-01-03 23:00,16606,0.5469830374457314,0.7543061615076508,0,0,0,1,0,0,0
2016-01-04 0:00,17238,0.5522519765760561,0.7683871495203809,0,1,0,0,0,0,0
2016-01-04 1:00,14809,0.5048116299188196,0.7655989780431205,0,1,0,0,0,0,0
2016-01-04 2:00,14480,0.4981103276756678,0.7693919208428548,0,1,0,0,0,0,0
2016-01-04 3:00,14295,0.49679606624754963,0.7757275647672924,0,1,0,0,0,0,0
2016-01-04 4:00,14365,0.4802031597954768,0.7844667829930148,0,1,0,0,0,0,0
2016-01-04 5:00,14435,0.463610253,0.7932060012187371,0,1,0,0,0,0,0
2016-01-04 6:00,15147,0.44656380522425393,0.8066265552234428,0,1,0,0,0,0,0
2016-01-04 7:00,16532,0.5088241060169326,0.8246129395319595,0,1,0,0,0,0,0
2016-01-04 8:00,18240,0.49443776626741665,0.8327183930901063,0,1,0,0,0,0,0
2016-01-04 9:00,18522,0.4811319048620716,0.8350545395500035,0,1,0,0,0,0,0
2016-01-04 10:00,18225,0.5024447256245633,0.8164106073967956,0,1,0,0,0,0,0
2016-01-04 11:00,17912,0.5581356187670754,0.7956702835728872,0,1,0,0,0,0,0
2016-01-04 12:00,17733,0.635473144,0.7862382854403654,0,1,0,0,0,0,0
2016-01-04 13:00,17597,0.6259903964769987,0.7744755003990771,0,1,0,0,0,0,0
2016-01-04 14:00,17619,0.6318072652752809,0.7760563180369789,0,1,0,0,0,0,0
2016-01-04 15:00,17758,0.6454409923715324,0.7784356858671488,0,1,0,0,0,0,0
2016-01-04 16:00,18327,0.698501478,0.7786714120401194,0,1,0,0,0,0,0
2016-01-04 17:00,19437,0.7014298440007725,0.7859705314958155,0,1,0,0,0,0,0
2016-01-04 18:00,20136.5,0.6965068949752664,0.7857903441089824,0,1,0,0,0,0,0
2016-01-04 19:00,20836,0.6915839459497606,0.7856101567221493,0,1,0,0,0,0,0
2016-01-04 20:00,20502,0.6447051672158796,0.788639331,0,1,0,0,0,0,0
2016-01-04 21:00,20255,0.6106544064826991,0.787106507,0,1,0,0,0,0,0
2016-01-04 22:00,19533,0.6009580216845333,0.7777605980795561,0,1,0,0,0,0,0
2016-01-04 23:00,18358,0.6138679851473532,0.7969566147696825,0,1,0,0,0,0,0
2016-01-05 0:00,16055,0.5567507566717473,0.7975124694595641,0,0,0,0,0,1,0
2016-01-05 1:00,16025.5,0.5439903255261106,0.7978649797803432,0,0,0,0,0,1,0
2016-01-05 2:00,15996,0.5312298943804739,0.7982174901011223,0,0,0,0,0,1,0
2016-01-05 3:00,15916,0.5132234229567255,0.7892484487897569,0,0,0,0,0,1,0
2016-01-05 4:00,15878,0.49007855655930976,0.7884997454118324,0,0,0,0,0,1,0
2016-01-05 5:00,15947,0.4621834974185613,0.7991593735866129,0,0,0,0,0,1,0
2016-01-05 6:00,16466,0.450950914,0.7986678594542169,0,0,0,0,0,1,0
2016-01-05 7:00,17974,0.4813297772998538,0.7855015678903767,0,0,0,0,0,1,0
2016-01-05 8:00,19374,0.4932870482823788,0.7841117038203689,0,0,0,0,0,1,0
2016-01-05 9:00,19136.5,0.5124134725673042,0.761709059,0,0,0,0,0,1,0
2016-01-05 10:00,18899,0.5315398968522296,0.7393064139150873,0,0,0,0,0,1,0
2016-01-05 11:00,18547,0.5539091340240956,0.7105295473310932,0,0,0,0,0,1,0
2016-01-05 12:00,18080,0.5832844678024276,0.6862480443091495,0,0,0,0,0,1,0
2016-01-05 13:00,17610,0.7597525189856158,0.6655519806316995,0,0,0,0,0,1,0
2016-01-05 14:00,17456,0.6977088561374221,0.640453013,0,0,0,0,0,1,0
2016-01-05 15:00,17516,0.6318000705856777,0.6290038799269557,0,0,0,0,0,1,0
2016-01-05 16:00,18038,0.5497287439657093,0.6304401222789233,0,0,0,0,0,1,0
2016-01-05 17:00,19311,0.5004390248594827,0.6394266903144529,0,0,0,0,0,1,0
2016-01-05 18:00,20277,0.48632946608508526,0.6487466851359318,0,0,0,0,0,1,0
2016-01-05 19:00,20202,0.45124043168467415,0.6531236670384751,0,0,0,0,0,1,0
2016-01-05 20:00,19893,0.4242042351483017,0.6640392999665466,0,0,0,0,0,1,0
2016-01-05 21:00,19445,0.3945696701571958,0.6715905206897006,0,0,0,0,0,1,0
2016-01-05 22:00,18648,0.3940433403121914,0.6697380291932987,0,0,0,0,0,1,0
2016-01-05 23:00,17341,0.43008077368375464,0.6692515368626323,0,0,0,0,0,1,0
2016-01-06 0:00,15669,0.4053868654743353,0.671051635,0,0,0,0,0,0,1
2016-01-06 1:00,15187,0.42689292635120063,0.6663298204431423,0,0,0,0,0,0,1
2016-01-06 2:00,14784,0.336428322,0.6686659629951056,0,0,0,0,0,0,1
2016-01-06 3:00,14522,0.3360259360414739,0.6462377721728841,0,0,0,0,0,0,1
2016-01-06 4:00,14476,0.3588542933663621,0.6661300900710755,0,0,0,0,0,0,1
2016-01-06 5:00,14586,0.35113572415709376,0.6489404008000479,0,0,0,0,0,0,1
2016-01-06 6:00,15148,0.3573484586336773,0.635101368,0,0,0,0,0,0,1
2016-01-06 7:00,16504,0.3351363911296474,0.6577625349524239,0,0,0,0,0,0,1
2016-01-06 8:00,18112,0.36569426090505963,0.63855557,0,0,0,0,0,0,1
2016-01-06 9:00,18213,0.4634952547211849,0.6368033680228826,0,0,0,0,0,0,1
2016-01-06 10:00,17600,0.5252193299188972,0.6241874722230889,0,0,0,0,0,0,1
2016-01-06 11:00,17234,0.5802987303914293,0.5998219278041721,0,0,0,0,0,0,1
2016-01-06 12:00,16927,0.6755806947095164,0.5728763162969144,0,0,0,0,0,0,1
2016-01-06 13:00,16619,0.7074593792895778,0.5615471675537909,0,0,0,0,0,0,1
2016-01-06 14:00,16678,0.7274868186269237,0.5556862306613957,0,0,0,0,0,0,1
2016-01-06 15:00,16707,0.7509965978126171,0.5514154977474002,0,0,0,0,0,0,1
2016-01-06 16:00,16869,0.7448265336438356,0.5592199734386102,0,0,0,0,0,0,1
2016-01-06 17:00,18146,0.6463665064233434,0.5607462149948388,0,0,0,0,0,0,1
2016-01-06 18:00,18773,0.6103494013892321,0.5631646501551555,0,0,0,0,0,0,1
2016-01-06 19:00,19400,0.574332296,0.5655830853154723,0,0,0,0,0,0,1
2016-01-06 20:00,19105,0.4403256595851437,0.5849459331788047,0,0,0,0,0,0,1
2016-01-06 21:00,18731,0.380366931,0.5889312166877488,0,0,0,0,0,0,1
2016-01-06 22:00,17971,0.35494449204134304,0.58648598,0,0,0,0,0,0,1
2016-01-06 23:00,16841,0.35512384025566657,0.5894609907895587,0,0,0,0,0,0,1
2016-01-07 0:00,15403,0.34763298220361355,0.6109872877001211,0,0,0,0,1,0,0
2016-01-07 1:00,14795,0.2979032637309017,0.611939636,0,0,0,0,1,0,0
2016-01-07 2:00,14398,0.2547967842918034,0.6245471170757371,0,0,0,0,1,0,0
2016-01-07 3:00,14210,0.26568959981685525,0.6252487461081782,0,0,0,0,1,0,0
2016-01-07 4:00,14198,0.2013511735424125,0.6244530484253451,0,0,0,0,1,0,0
2016-01-07 5:00,14356,0.22727135548304028,0.6290275754502583,0,0,0,0,1,0,0
2016-01-07 6:00,15122,0.24880088879697956,0.6215927049779417,0,0,0,0,1,0,0
2016-01-07 7:00,16439,0.35867908601544857,0.6088355050499556,0,0,0,0,1,0,0
2016-01-07 8:00,18000,0.31335347675856395,0.6369375658189942,0,0,0,0,1,0,0
2016-01-07 9:00,17989,0.3398034992894003,0.6142520470517882,0,0,0,0,1,0,0
2016-01-07 10:00,17460,0.36398239035211044,0.5835237619149987,0,0,0,0,1,0,0
2016-01-07 11:00,17154,0.4373997911104238,0.5636712199910037,0,0,0,0,1,0,0
2016-01-07 12:00,17075,0.5381680486560917,0.5362504080644775,0,0,0,0,1,0,0
2016-01-07 13:00,16841,0.6171740412126225,0.5236650707130303,0,0,0,0,1,0,0
2016-01-07 14:00,16657,0.6256875334878409,0.5137531147681567,0,0,0,0,1,0,0
2016-01-07 15:00,16832,0.5094506803118077,0.5236708192688746,0,0,0,0,1,0,0
2016-01-07 16:00,17142,0.4921544983548565,0.5325287248884563,0,0,0,0,1,0,0
2016-01-07 17:00,18087,0.4299826940794654,0.5414767717892499,0,0,0,0,1,0,0
2016-01-07 18:00,19131,0.37420286224331656,0.5574938902468658,0,0,0,0,1,0,0
2016-01-07 19:00,19211,0.3198782134567028,0.5621879409698253,0,0,0,0,1,0,0
2016-01-07 20:00,18958,0.3084025568954494,0.5695140257445587,0,0,0,0,1,0,0
2016-01-07 21:00,18591,0.27407748654005154,0.5793919582871907,0,0,0,0,1,0,0
2016-01-07 22:00,17832,0.2820231306248582,0.5889581637317338,0,0,0,0,1,0,0
2016-01-07 23:00,16564,0.2277010947216143,0.6096503072172206,0,0,0,0,1,0,0
2016-01-08 0:00,14973,0.20083157598420628,0.6244224184977418,1,0,0,0,0,0,0
2016-01-08 1:00,14684,0.19904414404394957,0.6045405606737326,1,0,0,0,0,0,0
2016-01-08 2:00,14114,0.1827437060660657,0.6348768793183839,1,0,0,0,0,0,0
2016-01-08 3:00,13994,0.1774209509062056,0.6358816803944148,1,0,0,0,0,0,0
2016-01-08 4:00,13986,0.19184132794272693,0.6523774096839569,1,0,0,0,0,0,0
2016-01-08 5:00,14133,0.16826464809541153,0.6372581391570804,1,0,0,0,0,0,0
2016-01-08 6:00,14624,0.17293149247834222,0.642395263,1,0,0,0,0,0,0
2016-01-08 7:00,16024,0.15666191755892844,0.6196219855586313,1,0,0,0,0,0,0
2016-01-08 8:00,17529,0.16362379036030208,0.6042617043407741,1,0,0,0,0,0,0
2016-01-08 9:00,17727,0.13997789558011958,0.5913990716190234,1,0,0,0,0,0,0
2016-01-08 10:00,17550,0.18436358331527966,0.5768130654766921,1,0,0,0,0,0,0
2016-01-08 11:00,17488.5,0.2572270001295823,0.5576517040492717,1,0,0,0,0,0,0
2016-01-08 12:00,17427,0.33009041694388486,0.5384903426218512,1,0,0,0,0,0,0
2016-01-08 13:00,17308,0.3925237399752254,0.5275883850504798,1,0,0,0,0,0,0
2016-01-08 14:00,17384,0.35478073974590063,0.5357419510202814,1,0,0,0,0,0,0
2016-01-08 15:00,17296,0.341377443,0.5436570893482524,1,0,0,0,0,0,0
2016-01-08 16:00,17413,0.31283805161302014,0.5447298707932104,1,0,0,0,0,0,0
2016-01-08 17:00,17963,0.3974280416757267,0.5421241740062884,1,0,0,0,0,0,0
2016-01-08 18:00,18801,0.40583617524940097,0.5351892004601783,1,0,0,0,0,0,0
2016-01-08 19:00,18689,0.37058657638940673,0.5321967211849868,1,0,0,0,0,0,0
2016-01-08 20:00,18526,0.30952102036538653,0.53164444,1,0,0,0,0,0,0
2016-01-08 21:00,18054,0.2382623407168909,0.5391764828573902,1,0,0,0,0,0,0
2016-01-08 22:00,17492,0.22536785374174917,0.5449360896209567,1,0,0,0,0,0,0
2016-01-08 23:00,16343,0.14125658887799653,0.5492205513919973,1,0,0,0,0,0,0
2016-01-09 0:00,14031,0.11948514539667343,0.5520086043585687,0,0,1,0,0,0,0
2016-01-09 1:00,14235,0.10666916029148421,0.5467076699640795,0,0,1,0,0,0,0
2016-01-09 2:00,13547,0.097206228,0.5342859174091448,0,0,1,0,0,0,0
2016-01-09 3:00,13529.6,0.095304464,0.5302497323267453,0,0,1,0,0,0,0
2016-01-09 4:00,13512.2,0.093402699,0.526213547,0,0,1,0,0,0,0
2016-01-09 5:00,13494.8,0.091500935,0.5221773621619465,0,0,1,0,0,0,0
2016-01-09 6:00,13477.4,0.089599171,0.5181411770795471,0,0,1,0,0,0,0
2016-01-09 7:00,13460,0.087697407,0.5141049919971478,0,0,1,0,0,0,0
2016-01-09 8:00,14239,0.087641636,0.5060748043906095,0,0,1,0,0,0,0
2016-01-09 9:00,15186,0.087692816,0.4903068968115707,0,0,1,0,0,0,0
2016-01-09 10:00,15772,0.10398656488795938,0.4773335699097671,0,0,1,0,0,0,0
2016-01-09 11:00,16164,0.13083361944588834,0.47214825942064037,0,0,1,0,0,0,0
2016-01-09 12:00,16377,0.16433377349339232,0.46652832664669264,0,0,1,0,0,0,0
2016-01-09 13:00,16432,0.1765594077369949,0.45655547425775234,0,0,1,0,0,0,0
2016-01-09 14:00,16235,0.19202698285719777,0.4495355040955224,0,0,1,0,0,0,0
2016-01-09 15:00,16220,0.2098422860050279,0.44848604348512705,0,0,1,0,0,0,0
2016-01-09 16:00,16313,0.2253175524312586,0.4402481972227468,0,0,1,0,0,0,0
2016-01-09 17:00,16845,0.1748487973696659,0.47538477820581926,0,0,1,0,0,0,0
2016-01-09 18:00,17628,0.20135886551840604,0.46851268923191314,0,0,1,0,0,0,0
2016-01-09 19:00,17574,0.1752944016233062,0.47238060500536966,0,0,1,0,0,0,0
2016-01-09 20:00,16880,0.12875275625762833,0.47851354105594723,0,0,1,0,0,0,0
2016-01-09 21:00,16215,0.11157423520640902,0.4791331469418689,0,0,1,0,0,0,0
2016-01-09 22:00,15522,0.13973684983333123,0.4813154564722648,0,0,1,0,0,0,0
2016-01-09 23:00,14844,0.21829145268240957,0.48386303533231284,0,0,1,0,0,0,0
2016-01-10 0:00,15138,0.19165563758696885,0.4868695665995926,0,0,0,1,0,0,0
2016-01-10 1:00,13297,0.18010329893895582,0.4965169904626746,0,0,0,1,0,0,0
2016-01-10 2:00,13059.25,0.1668811245435856,0.4981863736327873,0,0,0,1,0,0,0
2016-01-10 3:00,12821.5,0.15365895014821537,0.499855757,0,0,0,1,0,0,0
2016-01-10 4:00,12583.75,0.1404367757528453,0.5015251399730127,0,0,0,1,0,0,0
2016-01-10 5:00,12346,0.12721460135747503,0.5031945231431255,0,0,0,1,0,0,0
2016-01-10 6:00,12653,0.10770311838915136,0.49569674721715196,0,0,0,1,0,0,0
2016-01-10 7:00,13241,0.10704197511079161,0.49606966137172837,0,0,0,1,0,0,0
2016-01-10 8:00,13957,0.10309394971737756,0.4899003937892337,0,0,0,1,0,0,0
2016-01-10 9:00,14330,0.12881270398189498,0.5006026317701022,0,0,0,1,0,0,0
2016-01-10 10:00,15001,0.12065147515352925,0.5015368719725948,0,0,0,1,0,0,0
2016-01-10 11:00,15696,0.10131804785588272,0.49675642634513933,0,0,0,1,0,0,0
2016-01-10 12:00,16008,0.087983013,0.48073707446007263,0,0,0,1,0,0,0
2016-01-10 13:00,16100,0.087778918,0.4760983556091026,0,0,0,1,0,0,0
2016-01-10 14:00,16004,0.10956320379302853,0.49282223635528377,0,0,0,1,0,0,0
2016-01-10 15:00,15964,0.28109670710361784,0.5495208026271522,0,0,0,1,0,0,0
2016-01-10 16:00,16319,0.3774734536688692,0.6106627802163287,0,0,0,1,0,0,0
2016-01-10 17:00,17352,0.3867785776837113,0.6278101568927312,0,0,0,1,0,0,0
2016-01-10 18:00,18498,0.5271534534731165,0.6466947642237709,0,0,0,1,0,0,0
2016-01-10 19:00,18386,0.4837994924105772,0.6548003113784034,0,0,0,1,0,0,0
2016-01-10 20:00,17771,0.42625580585574546,0.671299997,0,0,0,1,0,0,0
2016-01-10 21:00,17429,0.46020851544589414,0.6745191034561651,0,0,0,1,0,0,0
2016-01-10 22:00,16713,0.44290371537048384,0.6791660670311164,0,0,0,1,0,0,0
2016-01-10 23:00,15967,0.4219528028512118,0.6863450785809925,0,0,0,1,0,0,0
2016-01-11 0:00,16643,0.410366346,0.7075822332398811,0,1,0,0,0,0,0
2016-01-11 1:00,14459,0.47180022442454606,0.7003293819525827,0,1,0,0,0,0,0
2016-01-11 2:00,14070,0.3356422621947067,0.7142426905693742,0,1,0,0,0,0,0
2016-01-11 3:00,13990,0.5280331996332042,0.7212553756417837,0,1,0,0,0,0,0
2016-01-11 4:00,14091,0.5822253113894631,0.7315642777474831,0,1,0,0,0,0,0
2016-01-11 5:00,14465,0.5266071426476862,0.7306194399673792,0,1,0,0,0,0,0
2016-01-11 6:00,15214,0.4399006010239712,0.72983275,0,1,0,0,0,0,0
2016-01-11 7:00,16653,0.5020299539664951,0.7377565179238272,0,1,0,0,0,0,0
2016-01-11 8:00,18165,0.487560925,0.740628702,0,1,0,0,0,0,0
2016-01-11 9:00,18164,0.5235500045020818,0.7331906047343968,0,1,0,0,0,0,0
2016-01-11 10:00,17840,0.5136330326819255,0.725872004,0,1,0,0,0,0,0
2016-01-11 11:00,17709,0.5520518512642544,0.7168205905279454,0,1,0,0,0,0,0
2016-01-11 12:00,17857,0.5706345450867255,0.7164964559946031,0,1,0,0,0,0,0
2016-01-11 13:00,17626,0.5607713683598322,0.710308714,0,1,0,0,0,0,0
2016-01-11 14:00,17781,0.6257203499013979,0.7057813103722111,0,1,0,0,0,0,0
2016-01-11 15:00,17767,0.6355551063774413,0.705440399,0,1,0,0,0,0,0
2016-01-11 16:00,18175,0.6385786042991303,0.7120323984508885,0,1,0,0,0,0,0
2016-01-11 17:00,19224,0.6174801393655986,0.7255654930098765,0,1,0,0,0,0,0
2016-01-11 18:00,20347,0.6116647977204412,0.7368886939975932,0,1,0,0,0,0,0
2016-01-11 19:00,20494,0.5913482493065669,0.740990023,0,1,0,0,0,0,0
2016-01-11 20:00,20314,0.5978331551100312,0.7560350964699571,0,1,0,0,0,0,0
2016-01-11 21:00,19938,0.5466358895429623,0.7482943787905632,0,1,0,0,0,0,0
2016-01-11 22:00,19109,0.5330497821286899,0.7377326728911983,0,1,0,0,0,0,0
2016-01-11 23:00,17982,0.5249943219751799,0.7332556301714622,0,1,0,0,0,0,0
2016-01-12 0:00,16441,0.5039643668435021,0.7238379126824275,0,0,0,0,0,1,0
2016-01-12 1:00,15705,0.4811461349642281,0.7134423818104758,0,0,0,0,0,1,0
2016-01-12 2:00,15365,0.4259998320337519,0.7217422801690851,0,0,0,0,0,1,0
2016-01-12 3:00,15204,0.31347090261211563,0.7225175595701092,0,0,0,0,0,1,0
2016-01-12 4:00,15039,0.2593985589060098,0.7197265106510112,0,0,0,0,0,1,0
2016-01-12 5:00,15003,0.20636122778402097,0.7033796895460867,0,0,0,0,0,1,0
2016-01-12 6:00,15616,0.22493178086907104,0.6848121993716471,0,0,0,0,0,1,0
2016-01-12 7:00,16899,0.20224556854448317,0.6687916583426396,0,0,0,0,0,1,0
2016-01-12 8:00,18563,0.18905369711585188,0.6455327462835121,0,0,0,0,0,1,0
2016-01-12 9:00,18699,0.2742705152125703,0.6275372876828406,0,0,0,0,0,1,0
2016-01-12 10:00,18575,0.349041173,0.6235996526093215,0,0,0,0,0,1,0
2016-01-12 11:00,18480,0.31326650177974386,0.6207612391926245,0,0,0,0,0,1,0
2016-01-12 12:00,18512,0.35340033257921705,0.6269141255004576,0,0,0,0,0,1,0
2016-01-12 13:00,18312,0.32729755790200454,0.6478435275993467,0,0,0,0,0,1,0
2016-01-12 14:00,18262,0.4256251321740632,0.6901220377038617,0,0,0,0,0,1,0
2016-01-12 15:00,18271,0.47933723543033124,0.6943022325474977,0,0,0,0,0,1,0
2016-01-12 16:00,18369,0.42474063057302286,0.6980725136715882,0,0,0,0,0,1,0
2016-01-12 17:00,19022,0.478589004,0.7112269913296512,0,0,0,0,0,1,0
2016-01-12 18:00,20144,0.3493172113733239,0.7235039098270865,0,0,0,0,0,1,0
2016-01-12 19:00,20186,0.5292712741283577,0.7058926459142947,0,0,0,0,0,1,0
2016-01-12 20:00,19925,0.5411319957379089,0.7005031238456922,0,0,0,0,0,1,0
2016-01-12 21:00,19507,0.5536719485044068,0.7090671707790057,0,0,0,0,0,1,0
2016-01-12 22:00,18705,0.608275833,0.7134742190489484,0,0,0,0,0,1,0
2016-01-12 23:00,17577,0.41716631110153357,0.7136496151882972,0,0,0,0,0,1,0
2016-01-13 0:00,16624,0.5558941498943166,0.7305411902756078,0,0,0,0,0,0,1
2016-01-13 1:00,15475,0.5425545250835839,0.7371784900526792,0,0,0,0,0,0,1
2016-01-13 2:00,15036,0.5137610256461583,0.7450631829822503,0,0,0,0,0,0,1
2016-01-13 3:00,14900,0.4861807181683078,0.7490853541755171,0,0,0,0,0,0,1
2016-01-13 4:00,14953,0.44308359002206665,0.7471400663249816,0,0,0,0,0,0,1
2016-01-13 5:00,15103,0.45865721151191347,0.7446971658857731,0,0,0,0,0,0,1
2016-01-13 6:00,15821,0.4583156511222096,0.7423015321581681,0,0,0,0,0,0,1
2016-01-13 7:00,17257,0.4984376088408786,0.7408279723677935,0,0,0,0,0,0,1
2016-01-13 8:00,18625,0.4528410286216067,0.7308137047470953,0,0,0,0,0,0,1
2016-01-13 9:00,18819,0.3817981655471151,0.7373791115090638,0,0,0,0,0,0,1
2016-01-13 10:00,18600,0.4893473713834009,0.7311800437924656,0,0,0,0,0,0,1
2016-01-13 11:00,18332,0.564584805,0.7349594722434515,0,0,0,0,0,0,1
2016-01-13 12:00,18230,0.5858473969934908,0.7176039255114228,0,0,0,0,0,0,1
2016-01-13 13:00,17889,0.5439704621299856,0.7209511119342091,0,0,0,0,0,0,1
